ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy,Alignment,Morphemes,Note
Kakataibo-169_white-1,,Kakataibo,169_white,uʂu,uʂu,u ʂ u,,zariquiey2017,1439,,,,0,- u ʂ - - u,white,
Kaxarari-169_white-1,,Kaxarari,169_white,wakuʂu,wakuʂu,w a k u ʂ u,,couto2005,1623,,,,0,w a k u ʂ u,_wak white,
Mastanawa-169_white-1,,Mastanawa,169_white,uʂu(pa),uʂu,u ʂ u,,zariquiey2017,1439,,,,0,- u ʂ - - u,white,
Chaninawa-169_white-1,,Chaninawa,169_white,uʂu,uʂu,u ʂ u,,zariquiey2017,1439,,,,0,- u ʂ - - u,white,
Sharanawa-169_white-1,,Sharanawa,169_white,uʂu,uʂu,u ʂ u,,zariquiey2017,1439,,,,0,- u ʂ - - u,white,
Amawaka-169_white-1,,Amawaka,169_white,huçu,huçu,h u ç u,,zariquiey2017,1439,,,,0,h u ç - - u,white,
Nawa-169_white-1,,Nawa,169_white,uʂu,uʂu,u ʂ u,,zariquiey2017,1439,,,,0,- u ʂ - - u,white,
Marinawa-169_white-1,,Marinawa,169_white,uʂu,uʂu,u ʂ u,,zariquiey2017,1439,,,,0,- u ʂ - - u,white,
Yaminawa-169_white-1,,Yaminawa,169_white,uʂu,uʂu,u ʂ u,,zariquiey2017,1439,,,,0,- u ʂ - - u,white,
Kashinawa_P-169_white-1,,Kashinawa_P,169_white,huʂu,huʂu,h u ʂ u,,zariquiey2017,1439,,,,0,h u ʂ - - u,white,
Kashinawa_B-169_white-1,,Kashinawa_B,169_white,huʂupa,huʂupa,h u ʂ u p a,,camargo1995,1439,,,,0,h u ʂ u p a,white _pa,
Matses-105_red-1,,Matses,105_red,piu,piu,p i u,,fleck2005,904,,,,0,p i u,?,
Matis-105_red-1,,Matis,105_red,pɨd,pɨd,p ɨ d,,fleck2005,904,,,,0,p ɨ d,?,
Marubo-105_red-1,,Marubo,105_red,unʃin,unʃin,u n ʃ i n,,fleck2005,875,,,,0,- u n ʃ i n,red,
Katukina-105_red-1,,Katukina,105_red,unji,unji,u n j i,,aguiar1994,875,,,,0,- u n j i -,red,
Shipibo_Konibo-105_red-1,,Shipibo_Konibo,105_red,huʃin,huʃin,h u ʃ i n,,fleck2005,875,,,,0,h u - ʃ i n,red,
Kapanawa-105_red-1,,Kapanawa,105_red,huʃin,huʃin,h u ʃ i n,,loos1998,875,,,,0,h u - ʃ i n,red,
Arara-105_red-1,,Arara,105_red,uʃinipa,uʃinipa,u ʃ i n i p a,,cunha1993,875,,,,0,- u - ʃ i n i p a,?,
Shanenawa-105_red-1,,Shanenawa,105_red,uʂuni,uʂuni,u ʂ u n i,,lanes2005,875,,,,0,u ʂ u n i,red,
Yawanawa-105_red-1,,Yawanawa,105_red,uʃin,uʃin,u ʃ i n,,paula1992,875,,,,0,- u - ʃ i n,red,
Poyanawa-105_red-1,,Poyanawa,105_red,taʃi,taʃi,t a ʃ i,,paula1992,903,,,,0,t a ʃ - - i,?,
Iskonawa-105_red-1,,Iskonawa,105_red,uʃin,uʃin,u ʃ i n,,zariquiey2017,875,,,,0,- u - ʃ i n,red,
Chakobo-105_red-1,,Chakobo,105_red,piʃi,piʃi,p i ʃ i,,zingg1998,895,,,,0,p i - ʃ i -,?,
Pakawara-105_red-1,,Pakawara,105_red,ʃini,ʃini,ʃ i n i,,key2000,875,,,,0,- ʃ i n i,red,
Kakataibo-105_red-1,,Kakataibo,105_red,tʃɨʂka,tʃɨʂka,tʃ ɨ ʂ k a,,zariquiey2017,897,,,,0,tʃ ɨ ʂ k a,?,
Kaxarari-105_red-1,,Kaxarari,105_red,puʂɨ,puʂɨ,p u ʂ ɨ,,couto2005,902,,,,0,p u - ʂ ɨ -,?,
Mastanawa-105_red-1,,Mastanawa,105_red,unʃi,unʃi,u n ʃ i,,zariquiey2017,875,,,,0,- u n ʃ i -,red,
Chaninawa-105_red-1,,Chaninawa,105_red,uʃin,uʃin,u ʃ i n,,zariquiey2017,875,,,,0,- u - ʃ i n,red,
Sharanawa-105_red-1,,Sharanawa,105_red,uʃin,uʃin,u ʃ i n,,zariquiey2017,875,,,,0,- u - ʃ i n,red,
Amawaka-105_red-1,,Amawaka,105_red,winʃi,winʃi,w i n ʃ i,,zariquiey2017,853,,,,0,w i n ʃ i -,?,
Nawa-105_red-1,,Nawa,105_red,uʃi,uʃi,u ʃ i,,zariquiey2017,875,,,,0,- u - ʃ i -,red,
Marinawa-105_red-1,,Marinawa,105_red,uʃi,uʃi,u ʃ i,,zariquiey2017,875,,,,0,- u - ʃ i -,red,
Yaminawa-105_red-1,,Yaminawa,105_red,ũʃi,ũʃi,ũ ʃ i,,zariquiey2017,875,,,,0,- ũ - ʃ i -,red,
Kashinawa_P-105_red-1,,Kashinawa_P,105_red,taʂi,taʂi,t a ʂ i,,zariquiey2017,903,,,,0,t a ʂ - - i,red,
Kashinawa_B-105_red-1,,Kashinawa_B,105_red,taʂipa,taʂipa,t a ʂ i p a,,camargo1995,903,,,,0,t a ʂ i p a,? _pa,
Matses-181_yellow-1,,Matses,181_yellow,βɨʂpiu,βɨʂpiu,β ɨ ʂ p i u,,fleck2005,1537,,,,0,β ɨ ʂ p i u,?,
Matis-181_yellow-1,,Matis,181_yellow,ʃin,ʃin,ʃ i n,,fleck2005,1531,,,,0,ʃ i n -,?,
Marubo-181_yellow-1,,Marubo,181_yellow,kaʂta,kaʂta,k a ʂ t a,,fleck2005,1533,,,,0,k a ʂ t a,?,
Katukina-181_yellow-1,,Katukina,181_yellow,manjin,manjin,m a n j i n,,aguiar1994,1531,,,,0,m a n j i n,?,
Shipibo_Konibo-181_yellow-1,,Shipibo_Konibo,181_yellow,panʃin,panʃin,p a n ʃ i n,,fleck2005,1531,,,,0,p a n ʃ i n -,yellow/paʃin,
Kapanawa-181_yellow-1,,Kapanawa,181_yellow,paʃin,paʃin,p a ʃ i n,,loos1998,1531,,,,0,p a - ʃ i n -,yellow/paʃin,
Arara-181_yellow-1,,Arara,181_yellow,pãʃi,pãʃi,p ã ʃ i,,cunha1993,1531,,,,0,p ã - ʃ i - -,?,
Shanenawa-181_yellow-1,,Shanenawa,181_yellow,paʂini,paʂini,p a ʂ i n i,,lanes2005,1531,,,,0,p a - ʂ i n i,yellow/paʃin,
Yawanawa-181_yellow-1,,Yawanawa,181_yellow,paʃin,paʃin,p a ʃ i n,,paula1992,1531,,,,0,p a - ʃ i n -,yellow/paʃin,
Nukini-181_yellow-1,,Nukini,181_yellow,pãʃi,pãʃi,p ã ʃ i,,aguiar2004,1531,,,,0,p ã - ʃ i - -,yellow/paʃin,
Poyanawa-181_yellow-1,,Poyanawa,181_yellow,panxin,panxin,p a n x/ʂ i n,,paula1992,1531,,,,0,p a n x i n -,yellow/paʃin,
Iskonawa-181_yellow-1,,Iskonawa,181_yellow,taʃi,taʃi,t a ʃ i,,zariquiey2017,1531,,,,0,t a - ʃ i - -,?,
Chakobo-181_yellow-1,,Chakobo,181_yellow,ʃini,ʃini,ʃ i n i,,zingg1998,1531,,,,0,ʃ i n i,?,
Kakataibo-181_yellow-1,,Kakataibo,181_yellow,panʃin,panʃin,p a n ʃ i n,,zariquiey2017,1531,,,,0,p a n ʃ i n -,yellow/paʃin,
Kaxarari-181_yellow-1,,Kaxarari,181_yellow,ʂini,ʂini,ʂ i n i,,couto2005,1531,,,,0,ʂ i n i,?,
Mastanawa-181_yellow-1,,Mastanawa,181_yellow,aɾawa,aɾawa,a ɾ a w a,,zariquiey2017,1532,,,,0,a ɾ a w a,?,
Chaninawa-181_yellow-1,,Chaninawa,181_yellow,aɾawa,aɾawa,a ɾ a w a,,zariquiey2017,1532,,,,0,a ɾ a w a,?,
Sharanawa-181_yellow-1,,Sharanawa,181_yellow,aɾawa,aɾawa,a ɾ a w a,,zariquiey2017,1532,,,,0,a ɾ a w a,?,
Amawaka-181_yellow-1,,Amawaka,181_yellow,nawa,nawa,n a w a,,zariquiey2017,1532,,,,0,n a w a,?,
Nawa-181_yellow-1,,Nawa,181_yellow,aɾawã,aɾawã,a ɾ a w ã,,zariquiey2017,1532,,,,0,a ɾ a w ã,?,
Marinawa-181_yellow-1,,Marinawa,181_yellow,ʧasda,ʧasda,tʃ a s d a,,zariquiey2017,1533,,,,0,tʃ a s d a,?,
Yaminawa-181_yellow-1,,Yaminawa,181_yellow,ʧaʂta,ʧaʂta,tʃ a ʂ t a,,zariquiey2017,1533,,,,0,tʃ a ʂ t a,?,
Kashinawa_P-181_yellow-1,,Kashinawa_P,181_yellow,paʃin,paʃin,p a ʃ i n,,zariquiey2017,1531,,,,0,p a - ʃ i n -,yellow/paʃin,
Kashinawa_B-181_yellow-1,,Kashinawa_B,181_yellow,paʃin,paʃin,p a ʃ i n,,camargo1995,1531,,,,0,p a - ʃ i n -,yellow/paʃin,
Matses-58_greencolor-1,,Matses,58_greencolor,umu,umu,u m u,,fleck2005,517,,,,0,u m u,?,
Matis-58_greencolor-1,,Matis,58_greencolor,ɨmu,ɨmu,ɨ m u,,fleck2005,517,,,,0,ɨ m u,?,
Marubo-58_greencolor-1,,Marubo,58_greencolor,ʂanɨ,ʂanɨ,ʂ a n ɨ,,fleck2005,526,,,,0,ʂ a n ɨ,?,
Katukina-58_greencolor-1,,Katukina,58_greencolor,shau,shau,ʃ a u,,aguiar1994,530,,,,0,ʃ a - u,small/unripe,
Shipibo_Konibo-58_greencolor-1,,Shipibo_Konibo,58_greencolor,yankun,yankun,j a n k u n,,fleck2005,518,,,,0,j a n k u n,?,
Kapanawa-58_greencolor-1,,Kapanawa,58_greencolor,yankun,yankun,j a n k u n,,loos1998,518,,,,0,j a n k u n,?,
Arara-58_greencolor-1,,Arara,58_greencolor,ʃininipa,ʃininipa,ʃ i n i n i p a,,cunha1993,533,,,,0,ʃ i n i n i p a,?,
Shanenawa-58_greencolor-1,,Shanenawa,58_greencolor,ʂu,ʂu,ʂ u,,lanes2005,530,,,,0,ʂ u - -,small/unripe,
Yawanawa-58_greencolor-1,,Yawanawa,58_greencolor,ʂuku,ʂuku,ʂ u k u,,paula1992,530,,,,0,ʂ u k u,small/unripe,
Nukini-58_greencolor-1,,Nukini,58_greencolor,huku,huku,h u k u,,aguiar2004,530,,,,0,h u k u,small/unripe,
Poyanawa-58_greencolor-1,,Poyanawa,58_greencolor,ikamba,ikamba,i k a m b a,,paula1992,524,,,,0,i k a m b a,?,
Iskonawa-58_greencolor-1,,Iskonawa,58_greencolor,ho,ho,h o,,zariquiey2017,530,,,,0,h o,small/unripe,
Chakobo-58_greencolor-1,,Chakobo,58_greencolor,niaβa,niaβa,n i a β a,,zingg1998,516,,,,0,n i a β a,?,
Kakataibo-58_greencolor-1,,Kakataibo,58_greencolor,kurua,ʂu,ʂ u,,zariquiey2017,530,,,,0,ʂ u - -,small/unripe,
Kaxarari-58_greencolor-1,,Kaxarari,58_greencolor,yara,yara,j a r a,,couto2005,527,,,,0,j a r a,?,
Mastanawa-58_greencolor-1,,Mastanawa,58_greencolor,ʂu,ʂu,ʂ u,,zariquiey2017,530,,,,0,ʂ u - -,small/unripe,
Chaninawa-58_greencolor-1,,Chaninawa,58_greencolor,ʂu,ʂu,ʂ u,,zariquiey2017,530,,,,0,ʂ u - -,small/unripe,
Sharanawa-58_greencolor-1,,Sharanawa,58_greencolor,ʂu,ʂu,ʂ u,,zariquiey2017,530,,,,0,ʂ u - -,small/unripe,
Amawaka-58_greencolor-1,,Amawaka,58_greencolor,nawa,nawa,n a w a,,zariquiey2017,492,,,,0,n a - w a,?,
Nawa-58_greencolor-1,,Nawa,58_greencolor,tuna,tuna,t u n a,,zariquiey2017,525,,,,0,t u n a,?,
Marinawa-58_greencolor-1,,Marinawa,58_greencolor,ʂu,ʂu,ʂ u,,zariquiey2017,530,,,,0,ʂ u - -,small/unripe,
Yaminawa-58_greencolor-1,,Yaminawa,58_greencolor,paʂa,paʂa,p a ʂ a,,zariquiey2017,522,,,,0,p a ʂ a,?,
Yaminawa-58_greencolor-2,,Yaminawa,58_greencolor,ʂu,ʂu,ʂ u,,zariquiey2017,530,,,,0,ʂ u - -,small/unripe,
Kashinawa_P-58_greencolor-1,,Kashinawa_P,58_greencolor,nankɨ,nankɨ,n a n k ɨ,,zariquiey2017,528,,,,0,n a n k ɨ,?,
Kashinawa_B-58_greencolor-1,,Kashinawa_B,58_greencolor,huʂiama,huʂiama,h u ʂ i a m a,,camargo1995,529,,,,0,h u ʂ i a m a,red _neg,
Matses-94_new-1,,Matses,94_new,tʃuka,tʃuka,tʃ u k a,,fleck2005,818,,,,0,tʃ u k a,new,
Matis-94_new-1,,Matis,94_new,paʂa,paʂa,p a ʂ a,,fleck2005,813,,,,0,p a ʂ a,unripe,
Marubo-94_new-1,,Marubo,94_new,βɨna,βɨna,β ɨ n a,,fleck2005,812,,,,0,β ɨ n a,new,
Katukina-94_new-1,,Katukina,94_new,βena,βena,β e n a,,aguiar1994,812,,,,0,β e n a,new,
Shipibo_Konibo-94_new-1,,Shipibo_Konibo,94_new,βɨna,βɨna,β ɨ n a,,fleck2005,812,,,,0,β ɨ n a,new,
Kapanawa-94_new-1,,Kapanawa,94_new,βɨna,βɨna,β ɨ n a,,loos1998,812,,,,0,β ɨ n a,new,
Arara-94_new-1,,Arara,94_new,βɨnda,βɨnda,β ɨ ⁿd a,,cunha1993,812,,,,0,β ɨ n d a,?,
Arara-94_new-2,,Arara,94_new,pɨʃkɨ,pɨʃkɨ,p ɨ ʃ k ɨ,,cunha1993,817,,,,0,p ɨ ʃ k ɨ,?,
Shanenawa-94_new-1,,Shanenawa,94_new,fɨna,fɨna,f ɨ n a,,lanes2005,812,,,,0,f ɨ n a,new,
Yawanawa-94_new-1,,Yawanawa,94_new,βɨna,βɨna,β ɨ n a,,paula1992,812,,,,0,β ɨ n a,new,
Poyanawa-94_new-1,,Poyanawa,94_new,βɨhu,βɨhu,β ɨ h u,,paula1992,812,,,,0,β ɨ h u,new,
Iskonawa-94_new-1,,Iskonawa,94_new,βɨna,βɨna,β ɨ n a,,zariquiey2017,812,,,,0,β ɨ n a,new,
Chakobo-94_new-1,,Chakobo,94_new,paʂa,paʂa,p a ʂ a,,zingg1998,813,,,,0,p a ʂ a,unripe,
Kakataibo-94_new-1,,Kakataibo,94_new,io,io,i o,,zariquiey2017,820,,,,0,i o,new/io,
Kaxarari-94_new-1,,Kaxarari,94_new,xawɨlakɨ,xawɨlakɨ,x/ʂ a w ɨ l a k ɨ,,couto2005,819,,,,0,x a w ɨ l a k ɨ,?,
Mastanawa-94_new-1,,Mastanawa,94_new,ɸɨda,ɸɨda,ɸ ɨ d a,,zariquiey2017,812,,,,0,ɸ ɨ d a,new,
Chaninawa-94_new-1,,Chaninawa,94_new,ɸɨda,ɸɨda,ɸ ɨ d a,,zariquiey2017,812,,,,0,ɸ ɨ d a,new,
Sharanawa-94_new-1,,Sharanawa,94_new,ɸɨda,ɸɨda,ɸ ɨ d a,,zariquiey2017,812,,,,0,ɸ ɨ d a,new,
Amawaka-94_new-1,,Amawaka,94_new,wɨnda,wɨnda,w ɨ ⁿd a,,zariquiey2017,812,,,,0,w ɨ ⁿd a,new,
Nawa-94_new-1,,Nawa,94_new,ɸɨda,ɸɨda,ɸ ɨ d a,,zariquiey2017,812,,,,0,ɸ ɨ d a,new,
Marinawa-94_new-1,,Marinawa,94_new,ɸɨnda,ɸɨnda,ɸ ɨ ⁿd a,,zariquiey2017,812,,,,0,ɸ ɨ ⁿd a,new,
Yaminawa-94_new-1,,Yaminawa,94_new,ɸɨda,ɸɨda,ɸ ɨ d a,,zariquiey2017,812,,,,0,ɸ ɨ d a,new,
Kashinawa_P-94_new-1,,Kashinawa_P,94_new,βɨna,βɨna,β ɨ n a,,zariquiey2017,812,,,,0,β ɨ n a,new,
Kashinawa_B-94_new-1,,Kashinawa_B,94_new,βɨna,βɨna,β ɨ n a,,camargo1995,812,,,,0,β ɨ n a,new,
Matses-97_oldadj-1,,Matses,97_oldadj,ʂɨni,ʂɨni,ʂ ɨ n i,,fleck2005,833,,,,0,ʂ ɨ n i -,old/ʂɨni,
Matis-97_oldadj-1,,Matis,97_oldadj,ʂɨni,ʂɨni,ʂ ɨ n i,,fleck2005,833,,,,0,ʂ ɨ n i -,old/ʂɨni,
Marubo-97_oldadj-1,,Marubo,97_oldadj,ʂɨni,ʂɨni,ʂ ɨ n i,,fleck2005,833,,,,0,ʂ ɨ n i -,old/ʂɨni,
Katukina-97_oldadj-1,,Katukina,97_oldadj,sheni-a,shenia,ʃ e n i a,,aguiar1994,833,,,,0,ʃ e n i a,old/ʂɨni _a,
Shipibo_Konibo-97_oldadj-1,,Shipibo_Konibo,97_oldadj,payu,payu,p a j u,,fleck2005,837,,,,0,p a j u,old,
Kapanawa-97_oldadj-1,,Kapanawa,97_oldadj,ʂɨni,ʂɨni,ʂ ɨ n i,,loos1998,833,,,,0,ʂ ɨ n i -,old/ʂɨni,
Arara-97_oldadj-1,,Arara,97_oldadj,ãdihɨ,ãdihɨ,ã d i h ɨ,,cunha1993,842,,,,0,ã d i h ɨ,?,
Shanenawa-97_oldadj-1,,Shanenawa,97_oldadj,ani,ani,a n i,,lanes2005,805,,,,0,a n i,big,
Yawanawa-97_oldadj-1,,Yawanawa,97_oldadj,ʃini,ʃini,ʃ i n i,,paula1992,833,,,,0,ʃ i n i -,old/ʂɨni,
Nukini-97_oldadj-1,,Nukini,97_oldadj,nusi,nusi,n u s i,,aguiar2004,834,,,,0,n u s i,old_man,
Poyanawa-97_oldadj-1,,Poyanawa,97_oldadj,iwa,iwa,i w a,,paula1992,838,,,,0,i w a,old_woman,
Iskonawa-97_oldadj-1,,Iskonawa,97_oldadj,hɨni,hɨni,h ɨ n i,,zariquiey2017,833,,,,0,h ɨ n i -,old/ʂɨni,
Chakobo-97_oldadj-1,,Chakobo,97_oldadj,yusi,yusi,j u s i,,zingg1998,834,,,,0,j u s i,old_man,
Pakawara-97_oldadj-1,,Pakawara,97_oldadj,nui,nui,n u i,,key2000,834,,,,0,n u i,old_man,
Kakataibo-97_oldadj-1,,Kakataibo,97_oldadj,ʂɨni,ʂɨni,ʂ ɨ n i,,zariquiey2017,833,,,,0,ʂ ɨ n i -,old/ʂɨni,
Kaxarari-97_oldadj-1,,Kaxarari,97_oldadj,tʃapawɨ,tʃapawɨ,tʃ a p a w ɨ,,couto2005,839,,,,0,tʃ a p a w ɨ,?,
Mastanawa-97_oldadj-1,,Mastanawa,97_oldadj,ʂɨdi,ʂɨdi,ʂ ɨ d i,,zariquiey2017,833,,,,0,ʂ ɨ d i -,old/ʂɨni,
Chaninawa-97_oldadj-1,,Chaninawa,97_oldadj,ʂɨdi,ʂɨdi,ʂ ɨ d i,,zariquiey2017,833,,,,0,ʂ ɨ d i -,old/ʂɨni,
Sharanawa-97_oldadj-1,,Sharanawa,97_oldadj,ʂɨdi,ʂɨdi,ʂ ɨ d i,,zariquiey2017,833,,,,0,ʂ ɨ d i -,old/ʂɨni,
Amawaka-97_oldadj-1,,Amawaka,97_oldadj,çɨndi,çɨndi,ç ɨ ⁿd i,,zariquiey2017,833,,,,0,ç ɨ ⁿd i -,old/ʂɨni,
Nawa-97_oldadj-1,,Nawa,97_oldadj,ʂɨdi,ʂɨdi,ʂ ɨ d i,,zariquiey2017,833,,,,0,ʂ ɨ d i -,old/ʂɨni,
Marinawa-97_oldadj-1,,Marinawa,97_oldadj,ʂɨndi,ʂɨndi,ʂ ɨ ⁿd i,,zariquiey2017,833,,,,0,ʂ ɨ ⁿd i -,old/ʂɨni,
Yaminawa-97_oldadj-1,,Yaminawa,97_oldadj,ʂɨdi,ʂɨdi,ʂ ɨ d i,,zariquiey2017,833,,,,0,ʂ ɨ d i -,old/ʂɨni,
Kashinawa_P-97_oldadj-1,,Kashinawa_P,97_oldadj,ʂɨni,ʂɨni,ʂ ɨ n i,,zariquiey2017,833,,,,0,ʂ ɨ n i -,old/ʂɨni,
Kashinawa_B-97_oldadj-1,,Kashinawa_B,97_oldadj,mɨstɨβu,mɨstɨβu,m ɨ s t ɨ β u,,camargo1995,840,,,,0,m ɨ s t ɨ β u,?,
Matses-56_good-1,,Matses,56_good,βɨda,βɨda,β ɨ d a,,fleck2005,503,,,,0,β ɨ d a,new,
Matis-56_good-1,,Matis,56_good,βɨda,βɨda,β ɨ d a,,fleck2005,503,,,,0,β ɨ d a,new,
Marubo-56_good-1,,Marubo,56_good,rua,rua,r u a,,fleck2005,499,,,,0,- r u - - a,?,
Katukina-56_good-1,,Katukina,56_good,rua-pa,ruapa,r u a p a,,aguiar1994,499,,,,0,- r u a p a,?,
Shipibo_Konibo-56_good-1,,Shipibo_Konibo,56_good,hakun,hakun,h a k u n,,fleck2005,502,,,,0,h a k u n,good/hakun,
Kapanawa-56_good-1,,Kapanawa,56_good,siri,siri,s i r i,,loos1998,498,,,,0,s i r - - i,?,
Kapanawa-56_good-2,,Kapanawa,56_good,hakun,hakun,h a k u n,,loos1998,502,,,,0,h a k u n,good,
Arara-56_good-1,,Arara,56_good,ʃara,ʃara,ʃ a r a,,cunha1993,498,,,,0,ʃ a r - - a,?,
Shanenawa-56_good-1,,Shanenawa,56_good,ʂaraka,ʃaraka,ʃ a r a k a,,lanes2005,498,,,,0,ʃ a r a k a,good/ʃara _ka,
Yawanawa-56_good-1,,Yawanawa,56_good,ʃara,ʃara,ʃ a r a,,paula1992,498,,,,0,ʃ a r - - a,good/ʃara,
Nukini-56_good-1,,Nukini,56_good,iru,iru,i r u,,aguiar2004,499,,,,0,i r u - - -,good/iru,
Poyanawa-56_good-1,,Poyanawa,56_good,iru,iru,i r u,,paula1992,499,,,,0,i r u - - -,good/iru,
Iskonawa-56_good-1,,Iskonawa,56_good,iru,iru,i r u,,zariquiey2017,499,,,,0,i r u - - -,good/iru,
Chakobo-56_good-1,,Chakobo,56_good,hia,hia,h i a,,zingg1998,506,,,,0,h i a,?,
Kakataibo-56_good-1,,Kakataibo,56_good,upi,upi,u p i,,zariquiey2017,500,,,,0,u p i,upi,
Kaxarari-56_good-1,,Kaxarari,56_good,tsuwi,tsuwi,ts u w i,,couto2005,505,,,,0,ts u w i,?,
Mastanawa-56_good-1,,Mastanawa,56_good,ʂaɾa,ʃaɾa,ʂ a ɾ a,,zariquiey2017,498,,,,0,ʂ a ɾ - - a,good/ʃara,
Chaninawa-56_good-1,,Chaninawa,56_good,ʃaɾa,ʃaɾa,ʃ a ɾ a,,zariquiey2017,498,,,,0,ʃ a ɾ - - a,good/ʃara,
Sharanawa-56_good-1,,Sharanawa,56_good,ʃaɾa,ʃaɾa,ʃ a ɾ a,,zariquiey2017,498,,,,0,ʃ a ɾ - - a,good/ʃara,
Amawaka-56_good-1,,Amawaka,56_good,ʃaɾa,ʃaɾa,ʃ a ɾ a,,zariquiey2017,498,,,,0,ʃ a ɾ - - a,good/ʃara,
Nawa-56_good-1,,Nawa,56_good,ʃaɾa,ʃaɾa,ʃ a ɾ a,,zariquiey2017,498,,,,0,ʃ a ɾ - - a,good/ʃara,
Marinawa-56_good-1,,Marinawa,56_good,ʂaɾa,ʃaɾa,ʂ a ɾ a,,zariquiey2017,498,,,,0,ʂ a ɾ - - a,good/ʃara,
Yaminawa-56_good-1,,Yaminawa,56_good,ʂaɾa,ʃaɾa,ʃ a ɾ a,,zariquiey2017,498,,,,0,ʃ a ɾ - - a,good/ʃara,
Yaminawa-56_good-2,,Yaminawa,56_good,ʂala,ʃala,ʃ a l a,,zariquiey2017,498,,,,0,ʃ a l - - a,good/ʃara,
Kashinawa_P-56_good-1,,Kashinawa_P,56_good,pɨ,pɨ,p ɨ,,zariquiey2017,500,,,,0,- p ɨ,?,
Kashinawa_B-56_good-1,,Kashinawa_B,56_good,pi,pi,p i,,camargo1995,500,,,,0,- p i,?,
Matses-6_bad-1,,Matses,6_bad,iksa,iksa,i k s a,,fleck2005,1550,,,,0,i k s a,iksa,
Matis-6_bad-1,,Matis,6_bad,iksama,iksama,i k s a + m a,,fleck2005,1550,,,,0,i k s a + m - a,iksa _NEG,
Marubo-6_bad-1,,Marubo,6_bad,iʃna,iʃna,i ʃ n a,,fleck2005,46,,,,0,i ʃ n a,isna,
Shipibo_Konibo-6_bad-1,,Shipibo_Konibo,6_bad,hakun-ma,hakunma,h a k u n + m a,,fleck2005,41,,,,0,h a k u n + m - a,good/hakun _ma,
Kapanawa-6_bad-1,,Kapanawa,6_bad,tiruma,iruma,i r u + m a,,loos1998,33,,,,0,i r u + m a,good _NEG,
Kapanawa-6_bad-2,,Kapanawa,6_bad,hakunma,hakunma,h a k u n + m a,,loos1998,41,,,,0,h a k u n + m - a,good/hakun _NEG,
Arara-6_bad-1,,Arara,6_bad,ʃaramba,ʃaramba,ʃ a r a m b a,,cunha1993,37,,,,0,ʃ a r a m b a,?,
Shanenawa-6_bad-1,,Shanenawa,6_bad,ʂarama,ʃarama,ʃ a r a + m a,,lanes2005,37,,,,0,ʃ a r a + m - a,good/ʃara _NEG,
Yawanawa-6_bad-1,,Yawanawa,6_bad,tʃaka,tʃaka,tʃ a k a,,paula1992,38,,,,0,tʃ a k - - a,ugly,
Nukini-6_bad-1,,Nukini,6_bad,iruma,iruma,i r u + m a,,aguiar2004,33,,,,0,i r - - u + m - a,good _NEG,
Poyanawa-6_bad-1,,Poyanawa,6_bad,irumba,irumba,i r u + ⁿb a,,paula1992,33,,,,0,i r u + ⁿb a,good _NEG,
Iskonawa-6_bad-1,,Iskonawa,6_bad,miʧa,miʧa,m i tʃ a,,zariquiey2017,1551,,,,0,m i tʃ a,ugly,
Iskonawa-6_bad-2,,Iskonawa,6_bad,iruma,iruma,i r u + m a,,zariquiey2017,33,,,,0,i r u + m a,good _NEG,
Chakobo-6_bad-1,,Chakobo,6_bad,kaʂaʂɨni,kaʂaʂɨni,k a ʂ a ʂ ɨ n i,,zingg1998,43,,,,0,k a ʂ a ʂ ɨ n i,?kasasini,
Kakataibo-6_bad-1,,Kakataibo,6_bad,aisama,aisama,a j + s a + m a,,zariquiey2017,39,,,,0,a i + s a + m a,that _COMP _NEG,
Kaxarari-6_bad-1,,Kaxarari,6_bad,tsɨwɨma,tsɨwɨma,ts ɨ w ɨ + m a,,couto2005,35,,,,0,ts ɨ w ɨ + m a,tsɨwɨ _NEG,
Mastanawa-6_bad-1,,Mastanawa,6_bad,ʧaʔa,ʧaʔa,tʃ a ʔ a,,zariquiey2017,38,,,,0,tʃ a ʔ - - a,ugly,
Chaninawa-6_bad-1,,Chaninawa,6_bad,t͡ʃaka,t͡ʃaka,tʃ a k a,,zariquiey2017,38,,,,0,tʃ a k - - a,ugly,
Sharanawa-6_bad-1,,Sharanawa,6_bad,t͡ʃaka,t͡ʃaka,tʃ a k a,,zariquiey2017,38,,,,0,tʃ a k - - a,ugly,
Amawaka-6_bad-1,,Amawaka,6_bad,iɾuma,iɾuma,i ɾ u + m a,,zariquiey2017,33,,,,0,i ɾ u + m a,good _NEG,
Nawa-6_bad-1,,Nawa,6_bad,ʧaka,ʧaka,tʃ a k a,,zariquiey2017,38,,,,0,tʃ a k - - a,ugly,
Marinawa-6_bad-1,,Marinawa,6_bad,ʧaka,ʧaka,tʃ a k a,,zariquiey2017,38,,,,0,tʃ a k - - a,ugly,
Yaminawa-6_bad-1,,Yaminawa,6_bad,ʧaʔa,ʧaʔa,tʃ a ʔ a,,zariquiey2017,38,,,,0,tʃ a ʔ - - a,ugly,
Kashinawa_P-6_bad-1,,Kashinawa_P,6_bad,ʧakaβu,ʧakaβu,tʃ a k a + β u,,zariquiey2017,38,,,,0,tʃ a k a + β u,ugly _COL,
